,Time,Source,Content
488,07:43 20/06,מעריב,כתב אישום הוגש נגד תושב הנגב שפגע בניידת משטרה עם רכבו בבאר שבע
489,07:42 20/06,ישראל היום,בעקבות בקשת מערך הסייבר: אזעקות הופעלו בירושלים ובאילת
490,07:41 20/06,Ynet,חשד: מתקפת סייבר של האקרים איראנים הובילה לאזעקות שווא בירושלים ובאילת
491,07:40 20/06,ערוץ 7,"הקואליציה תתמוך בשני חוקים שייצרו עימות מול רע""ם"
492,07:37 20/06,mako,חשד: התקלה במערכות הכריזה באילת וירושלים אתמול נגרמה בשל מתקפת סייבר
493,07:36 20/06,ישראל היום,"הילדים שלנו נהדרים, תנו להם את הבמה בליגה"
494,07:33 20/06,ערוץ 7,טרנד חדש? האמנים הימנים כבר לא מפחדים להביע את דעתם
495,07:31 20/06,ערוץ 7,סגן שר החוץ הפולני: לא דרשנו וטו על תכנים במשלחות הנוער מישראל
496,07:30 20/06,israeldefense,דיווח: מכרז המל״טים של רומניה בוטל  
497,07:30 20/06,Ynet,חשד: תקיפת סייבר הובילה לאזעקות שווא בירושלים ובאילת
498,07:27 20/06,וואלה,חשד: תקיפת סייבר הובילה לאזעקות שווא בירושלים ואילת
499,07:21 20/06,Ynet,"סגן שר החוץ הפולני: ""לא דרשנו להטיל וטו על תכנים במשלחות הנוער מישראל"""
500,07:16 20/06,mako,עמותת אוהדי בית״ר ירושלים נפגשה אמש עם הבעלים משה חוגג שמעוניין למכור את הקבוצה
501,07:16 20/06,Ynet,בזמן שהמורים שובתים: שנת הלימודים בחטיבות הביניים ובתיכונים תסתיים היום
502,07:15 20/06,mako,אתיופיה: לפחות 230 מבני האמהרה נרצחו במחוז אורומיה בהתקפה רצחנית המיוחסת למורדים מקבוצת האורומו
503,07:15 20/06,ice,"פסגות: הפד גנב את הפוקוס לבנקים, והסתיר מגמה מדאיגה"
504,07:15 20/06,ice,קריסת הקריפטו כמעט ולא תשפיע על הכלכלה וזו הסיבה
505,07:14 20/06,mako,"איראן העבירה לארה""ב מסרים כי ויתרה על הדרישה להסיר את משמרות המהפכה מרשימת ארגוני הטרור הזרים"
506,07:12 20/06,ישראל היום,היסטוריה בקולומביה: לוחם גרילה לשעבר יהפוך לנשיא
507,07:12 20/06,ערוץ 7,חשד: הסיבה לאזעקות בירושלים ובאילת - תקיפת סייבר
508,07:11 20/06,mako,התחזית: שמים בהירים וטמפרטורות רגילות לעונה
509,07:06 20/06,ישראל היום,לב אמיץ: העונה של פאבלו לאסו
510,07:02 20/06,ערוץ 7,בן גביר בלם קמפיין חריף נגד דרעי
511,07:01 20/06,ישראל היום,שבוע של הכרעות בכנסת: כל התרחישים והדילמות שעל הפרק
512,07:00 20/06,מעריב,"ארה""ב: 37 בני אדם מתו ביממה האחרונה לאחר שנדבקו בנגיף הקורונה"
513,06:54 20/06,ערוץ 7,גם היום: הלימודים בכל מוסדות החינוך יחלו בשעה 10:00
514,06:47 20/06,Ynet,5 שנות מוחמד בן סלמאן: כך הפך MBS למנהיג החשוב במזרח התיכון
515,06:45 20/06,ערוץ 7,חברי הוועדה החוקרת את מהומות הקפיטול: שוקלים לזמן את פנס לעדות
516,06:44 20/06,ערוץ 7,הערכה במשרד הבריאות: העלייה בתחלואת הקורונה תימשך
517,06:29 20/06,ערוץ 7,"ארה""ב: נער בן 15 נהרג בתקרית ירי במופע מוזיקלי בוושינגטון הבירה"
518,06:23 20/06,וואלה,הלימודים יחלו הבוקר בשעה 10:00
519,06:23 20/06,ערוץ 7,"ארה""ב: נער בן 15 נהרג בתקרית ירי במופע מוזיקלי"
520,06:14 20/06,ערוץ 7,בלינקן בירך את נשיא קולומביה הנבחר
521,06:03 20/06,ערוץ 7,רוסיה מקדמת הצעת גינוי לישראל במועצת הביטחון
522,05:06 20/06,mako,בפעם החמישית: שביתה בתחבורה הציבורית – אלו הערים שיושפעו
523,05:03 20/06,וואלה,רעידת אדמה בעוצמה 5 הורגשה ביפן
524,04:59 20/06,ערוץ 7,תנועת האוטובוסים תושבת במספר אזורים בין 5:00 ל-8:30
525,04:36 20/06,וואלה,"ארה""ב: מברכים את גוסטבו פטרו על זכייתו בנשיאות קולמביה"
526,04:32 20/06,ערוץ 7,"שר האוצר הצרפתי: הלם דמוקרטי, אבל אנחנו עדיין יכולים למשול"
527,04:03 20/06,ערוץ 7,דיווח: באופוזיציה החליטו לשים את החוק לפיזור הכנסת על סדר היום השבוע
528,03:37 20/06,וואלה,המערב חייב להתוכנן למלחמה ארוכה באוקראינה
529,03:31 20/06,ערוץ 7,מצרים: מטוס קרב התרסק בעת אימון
530,03:04 20/06,ערוץ 7,ברזיל: המשטרה זיהתה חמישה חשודים נוספים ברצח העיתונאי הבריטי
531,02:45 20/06,ישראל היום,שני: הצעות מפתיעות
532,02:30 20/06,ערוץ 7,זלנסקי: רוסיה צפויה להגביר את התקיפות
533,02:28 20/06,וואלה,ברזיל: זיהינו 5 חשודים נוספים בפרשת רצח העיתונאי ומומחה השבטים
534,02:02 20/06,ערוץ 7,צפון קוריאה: כ-19 אלף בני אדם עם תסמיני קורונה אובחנו ביממה האחרונה
535,02:01 20/06,מעריב,"שר הנפט הלובי: תפוקת הנפט של לוב עלתה לכ-700,000 חביות ליום"
536,01:34 20/06,ערוץ 7,קולומביה: מועמד השמאל ניצח בבחירות לנשיאות
537,01:14 20/06,מעריב,ניצחון לשמאל בקולומביה: גוסטבו פטרו נבחר לנשיא
538,01:01 20/06,ערוץ 7,"סקר של הרשימה המשותפת: רע""ם לא עוברת את אחוז החסימה"
539,00:32 20/06,ערוץ 7,"ח""כ רוטמן: ישראל הייתה לפני נתניהו ותהיה גם אחריו"
540,00:29 20/06,וואלה,עימותים אלימים בין אזרחים ישראלים לפלסטינים בחברון
541,00:27 20/06,ישראל היום,"""2.2 מיליון יהפכו לנזקקים למזון"": האו""ם מזהיר מאסון הומניטרי בלבנון"
542,00:19 20/06,Ynet,עיצומי המורים נמשכים: גם הבוקר הלימודים בכל הארץ יחלו ב-10:00
543,00:19 20/06,Ynet,שביתת נהגי האוטובוסים תימשך הבוקר - באופן חלקי: צווי מניעה לאחד הארגונים
544,00:14 20/06,וואלה,הזרוע הצבאית של חמאס תסגור מחר את המרחב הימי ברצועת עזה
545,00:09 20/06,ערוץ 7,"מחאת אוהדי בית""ר י-ם החלה"
546,00:09 20/06,Ynet,שביתת נהגי האוטובוסים תימשך היום - באופן חלקי: צווי מניעה לאחד הארגונים
547,00:05 20/06,Ynet,"נעה זכתה בתחרות סיפורים של להב""ה - ותרמה את הכסף לנשים פלסטיניות"
548,23:58 19/06,מעריב,בליכוד החולט להגיש את הצעת החוק לפיזור הכנסת ביום רביעי
549,23:58 19/06,וואלה,זלנסקי: רוסיה עלולה להגביר את התקפותיה על אוקראינה
550,23:53 19/06,ערוץ 7,"הספרדים שוקלים פתיחת סמינרים: ""אין ברירה"""
551,23:46 19/06,ערוץ 7,"""כולם לכאן"": מחאת האוהלים חזרה לרוטשילד"
552,23:39 19/06,Ynet,"""הבנו שאף אחד לא יעשה כלום"": אחרי עשור, מחאת האוהלים חוזרת לרוטשילד"
553,23:37 19/06,mako,דובר צבא מצרים הודיע שמטוס קרב התרסק במדינה בעת אימון
554,23:34 19/06,Ynet,"20 ראשי רשויות נגד בחירות נוספות: ""השתגענו לגמרי? זה פשע"""
555,23:33 19/06,ערוץ 7,"כך התמודד בנצי גופשטיין עם ""נעה המטרילה"""
556,23:32 19/06,ערוץ 7,כאוס בשמיים: העומס הבלתי נסבל בנמלי התעופה באירופה
557,23:28 19/06,ישראל היום,"גורבנקו אחרי הישג השיא: ""שמחה שהשגתי את המטרה שלי"""
558,23:24 19/06,ערוץ 7,עיכובים בהמראות של טיסות Wizz מישראל
559,23:15 19/06,ice,חברת האבטחה של אייל גולן: המשתתפת תקפה את המאבטח
560,23:15 19/06,ice,"כוכב נבחרת ספרד נשדד ברחוב, אחיו נפצע בתקרית האלימה"
561,23:13 19/06,ישראל היום,"בשורה לנכי צה""ל: הסיוע הכספי יגדל"
562,23:10 19/06,mako,מפלה למקרון בבחירות לאספה הלאומית: מפלגת הימין הקיצוני של לה-פן מזנקת
563,23:10 19/06,Ynet,שביתת נהגי האוטובוסים תימשך מחר - באופן חלקי: צווי מניעה לאחד הארגונים
564,23:09 19/06,mako,"איציק סעידיאן בהופעה פומבית ראשונה: ""שמתי לי למטרה להשמיע את קולם של פצועי צה""ל"""
565,23:07 19/06,מעריב,רחובות: גבר בן 40 נפצע באורח בינוני בקטטה
566,23:03 19/06,ישראל היום,דיווח: איראן ויתרה על הדרישה להסיר את משמרות המהפכה מרשימת ארגוני הטרור
567,23:03 19/06,ישראל היום,שבוע של הכרעות בכנסת: כל התרחישים הדילמות שעל הפרק
568,23:03 19/06,ערוץ 7,גבר כבן 40 נפצע בינוני בקטטה ברחובות
569,23:00 19/06,ישראל היום,"על רקע הכוונה לאחד כיתות לימוד בשנה הבאה: ""מחאת הסרדינים"" חוזרת"
570,23:00 19/06,ישראל היום,למרות ההבטחות: הניתוח מציל החיים עדיין לא ניתן
571,23:00 19/06,ice,"ההורים נגד המורים: ""החלטה צינית ואכזרית, ניצול לא הוגן"""
572,23:00 19/06,ice,הנקניקים יורדים מהמדפים: אזהרה חמורה לצרכני הבשר
573,22:58 19/06,ערוץ 7,"ראש המועצה הדתית ברחובות ערך ביקורת פתע בשבת: ""מוזר להיכנס לקניון"""
574,22:56 19/06,וואלה,"איציק סעידיאן בהופעה פומבית ראשונה: ""מודה לקב""ה"""
575,22:56 19/06,ערוץ 7,"""שרלטן, חרפה"": קרב ציוצים בין לפיד לנתניהו"
576,22:54 19/06,ישראל היום,הבמאי-תסריטאי זוכה האוסקר פול האגיס נעצר לאחר שהואשם בתקיפה מינית
577,22:54 19/06,ישראל היום,לראשונה בישראל: טיפול הקרנה חדשני לחולי סרטן
578,22:51 19/06,ישראל היום,בלוז לחופש הגדול: תלמידי חטיבות הביניים והתיכונים מסיימים ללמוד
579,22:47 19/06,Ynet,"הלוחם שנפצע אנושות בשומר החומות השתחרר מבית החולים: ""המטרה - לנצח כל יום מחדש"""
580,22:46 19/06,ערוץ 7,"ח""כ אופיר סופר לאיציק סעידיאן שהופיע בפומבי לראשונה: ""טוב לראות אותך. עם ישראל מתפלל למענך"""
581,22:45 19/06,ice,דני אולמו נשדד ואחיו נפצע בתקרית אלימה ברחובות ולנסיה
582,22:44 19/06,ישראל היום,"""2.2 מיליון בני אדם יהפכו לנזקקים למזון"": האו""ם מזהיר מאסון הומניטרי בלבנון"
583,22:44 19/06,ערוץ 7,"משרד הביטחון נגד שוברים שתיקה: ""לא ראוי שמכינה תקיים פעילות עם ארגון המבקר את ישראל"""
584,22:41 19/06,ישראל היום,"""אתה המלאך שלי"": המפגש המרגש בין נכה צה""ל לתורם מח העצם שהציל את חייו"
585,22:39 19/06,ערוץ 7,מדגמים ראשוניים בצרפת: מקרון איבד את הרוב המוחלט בפרלמנט
586,22:38 19/06,ישראל היום,הטייס שנעצר בארגנטינה - דמות מפתח במשלוחי הנשק האיראניים
587,22:38 19/06,ישראל היום,"צפו: מאות אוהדי בית""ר הפגינו מול ביתו של אורן חסון"
588,22:35 19/06,ישראל היום,"""אסור לפלג את הגוש"": בן גביר בלם קמפיין חריף נגד דרעי"
589,22:35 19/06,ערוץ 7,"ניר אורבך, מי יודע אם לעת הזו הגעת למלכות - דעה"
590,22:32 19/06,mako,על פי המדגמים בצרפת: הנשיא מקרון צפוי לאבד את הרוב בפרלמנט
591,22:30 19/06,Ynet,למרות עשרות תלונות: הגינקולוגים החשודים בעבירות מין ממשיכים לעבוד כרופאים
592,22:30 19/06,Ynet,"מקרון איבד את הרוב המוחלט בפרלמנט, הישגים ללה פן ולמנהיג השמאל הקיצוני"
593,22:29 19/06,ישראל היום,המאמר שלא כדאי לקרוא
594,22:26 19/06,רוטר.נט,שוב נשמעות אזעקות בירושלים
595,22:25 19/06,Ynet,"איציק סעידיאן בהופעה פומבית ראשונה: ""המטרה שלי - להשמיע את קולם של פצועי צה""ל"""
596,22:25 19/06,ערוץ 7,"ניר אורבך, מי יודע אם לעת הזו הגעת למלכות"
597,22:19 19/06,ישראל היום,"אופיר חיים: ""אני חושב שיכולנו לשחק טוב יותר"""
598,22:18 19/06,מעריב,בעקבות מציאת חיידק מסוג ליסטריה מונוציטוגנס: חברת מעדני בשר השוקת מבצעת ריקול לנקניקים
599,22:18 19/06,ערוץ 7,סכנה אקולוגית: האיש שיצר צבא צפרדעים
600,22:15 19/06,ice,"שובר קופות חדש? זה הסכום שהכניס ""שנות אור"" בבכורה"
601,22:13 19/06,ערוץ 7,"השר אביגדור ליברמן: ייתכן שח""כ אורבך נמצא במצב של סחיטה באיומים"
602,22:10 19/06,ערוץ 7,"השר אביגדור ליברמן: ייתכן שח""כ אורבך אורבך נמצא במצב של סחיטה באיומים"
603,22:08 19/06,Ynet,"מקרון איבד את הרוב המוחלט בפרלמנט, הישגים גדולים ללה פן ולשמאל הקיצוני"
604,22:05 19/06,ערוץ 7,יותר משנה לאחר אשפוזו: איציק סעידיאן בהופעה פומבית ראשונה
605,22:04 19/06,ישראל היום,בלב מחאת נהגי האוטובוסים: דובר הארגון נחקר באזהרה
606,22:00 19/06,ערוץ 7,הלוויתה של אורית פלד שטבעה למוות בסיני תיערך ב-23:30 בבית העלמין בפרדסיה
607,22:00 19/06,ice,סקר חדש: יותר ערבים יצביעו לליכוד מאשר למרצ
608,22:00 19/06,ice,ינון מגל עוקץ את השר יאיר לפיד בטוויטר
609,22:00 19/06,ice,"אוניברסיטת אריאל צורפה לוועד האוניברסיטאות: ""כבר לא ילד חורג"""
610,21:58 19/06,ישראל היום,"""מודה לקב""ה ולבית החולים"": איציק סעידיאן בהופעה פומבית ראשונה"
611,21:58 19/06,mako,אנסטסיה גורבנקו סיימה במקום ה-5 את משחה הגמר הראשון שלה באליפות העולם בשחייה
612,21:52 19/06,ישראל היום,ריאל מדריד זכתה באליפות ה-36 בתולדותיה
613,21:52 19/06,ישראל היום,יותר משנה לאחר שאושפז: איציק סעידיאן בהופעה פומבית ראשונה
614,21:45 19/06,ice,דירוג תחנות הרדיו: ההשיג המרשים של פול מקארטני
615,21:45 19/06,רוטר.נט,אתיופיה: עדי ראייה מדווחים על יותר מ-200 הרוגים במתקפה על רקע אתני
616,21:43 19/06,ישראל היום,רוצים למנוע בחירות? זו האופציה שבמערכת הפוליטית עדיין לא חשבו עליה
617,21:42 19/06,מעריב,"גבר כבן 50 נמצא ללא רוח חיים בפתח תקווה, כרגע אין חשד לפלילים"
618,21:41 19/06,רוטר.נט,בנט אמר לשותפיו כי כי העלאת החוק לאיסור כהונת נאשם כראש ממשלה תוביל מיד לנפילת הממשלה
619,21:40 19/06,רוטר.נט,ימים גורליים לממשלה | אורבך לא מתחייב לליכוד שיתמוך בפיזור הכנסת - וטוען כי מנסה לגבש ממשלה חלופית
620,21:40 19/06,רוטר.נט,גל ההתייקרויות נמשך: מחיר החלב צפוי לעלות החל מה-1 ביולי בשיעור של כ-13.5%
621,21:39 19/06,רוטר.נט,עפ'י סקר פנימי של המשותפת בקרב הציבור הערבי היא מקבלת כיום 6 מנדטים ורע״מ לא עוברת אחוז החסימה
622,21:39 19/06,ערוץ 7,החרדים יוותרו על הסלולארי בגלל הרפורמה?
623,21:34 19/06,מעריב,בעקבות המחאה: המשטרה עצרה את דובר ארגון נהגי ונהגות האוטובוסים
624,21:32 19/06,ישראל היום,צרפת: המדגמים חוזים ניצחון חלקי לנשיא מקרון
625,21:24 19/06,ערוץ 7,אירוע הצדעה לבני השירות הלאומי אזרחי
626,21:23 19/06,וואלה,"בחירות לפרלמנט בצרפת: על פי מדגמים ראשוניים, מחנה מקרון איבד את הרוב המוחלט"
627,21:21 19/06,ישראל היום,צרפת: מדגמים חוזים תבוסה למקרון בבחירות לפרלמנט
628,21:21 19/06,ישראל היום,11 שנים אחרי: המחאה חזרה לרוטשילד בתל אביב
629,21:21 19/06,ישראל היום,עם ספיגה בדקה ה-93: פתיחה כואבת לישראל באליפות אירופה לנוער
630,21:15 19/06,ice,"משבר נתב""ג: האם לא תצטרכו יותר לעמוד בתור?"
631,21:15 19/06,ice,"התארסה עם מיליונר המבוגר ממנה ב-33 שנים, ""לא בגלל הכסף"""
632,21:15 19/06,רוטר.נט,"צרפת: חודשיים אחרי שנבחר, צופים המדגמים, כי מקרון איבד את הרוב בפרלמנט"
633,21:14 19/06,mako,"שר התיירות יואל רזבוזוב מקדם פתרונות להפחתת התורים הארוכים בנתב""ג"
634,21:14 19/06,וואלה,בחירות לפרלמנט בצרפת: מחנה מקרון איבד את הרוב המוחלט
635,21:14 19/06,Ynet,זייפו מסמכים והוציאו מיליונים ללא מס: 4 נעצרו בחשד למשיכת כספי פנסיה במרמה
636,21:12 19/06,ישראל היום,מתלבטים לאן לטוס בקיץ? נטפליקס תציע סיורים בחינם באירופה בעקבות סדרות אהובות
637,21:09 19/06,ישראל היום,רוצים למנוע לבחירות? זו האופציה שבמערכת הפוליטית עדיין לא חשבו עליה
638,21:07 19/06,mako,פרסום ראשון | ההחלטה של מערכת הביטחון בצל החשש מירי לנתיב העשרה
639,21:07 19/06,מעריב,הבחירות לפרלמנט הצרפתי: התקשורת הבלגית מדווחת שהנשיא מקרון איבד את הרוב המוחלט
640,21:07 19/06,ערוץ 7,הרב צבי יהודה: אני דוחק את הקץ? הקץ דוחק אותנו
641,21:06 19/06,ישראל היום,מתלבטים לאן לטוס בקיץ? נטפליקס מציעה סיורים חינמיים באירופה בעקבות סדרות אהובות
642,21:04 19/06,מעריב,הבחירות לפרלמנט הצרפתי: מדגם של התקשורת הבלגית מראה שהנשיא מקרון איבד את הרוב המוחלט
643,21:04 19/06,ערוץ 7,"בני גנץ: ""מכינים יכולות התקפיות נגד איראן - במקרה הצורך"""
644,21:04 19/06,Ynet,מגדל התצפית מול נתיב העשרה לא הושמד - כדי לא להרוג אנשי חמאס
645,21:03 19/06,ישראל היום,"באופוזיציה לוחצים להעלות את חוק פיזור הכנסת כבר השבוע: ""נראה את אורבך מצביע נגד"""
646,20:52 19/06,ישראל היום,רגילים לגשם בחורף? מחקר חדש קובע שבעתיד הגשם בישראל יירד בקיץ
647,20:52 19/06,ערוץ 7,דפנה ליאל: במהדורה אי אפשר לתת את התמונה המלאה
648,20:51 19/06,Ynet,מגדל התצפית מול נתיב העשרה לא הושמד - כדי לא להרוג אנשי חמאס ולהביא להסלמה
649,20:49 19/06,ישראל היום,הישג שיא לגורבנקו: סיימה חמישית בגמר ה-200 מעורב
650,20:49 19/06,ערוץ 7,בנט מול נתניהו: בדיקת העובדות של גיא זוהר
651,20:48 19/06,ערוץ 7,איום על ישראלים - גם במדינות המפרץ
652,20:45 19/06,ice,עומר אדם חושף: מה עמד מאחורי הסטורי שעורר סערה?
653,20:45 19/06,ice,"דודי אמסלם: בנט ולפיד מתעללים במדינה, צריכים ללכת הביתה"
654,20:43 19/06,ישראל היום,"כושר עד: ""שוק מכוני הספורט חווה פריחה מחודשת"""
655,20:41 19/06,מעריב,"גנץ: ""מכינים תגובות התקפיות, מציע לאיראנים לא לנסות אותנו"""
656,20:40 19/06,ישראל היום,בשעה זו: גורבנקו בגמר ה-200 מעורב
657,20:37 19/06,mako,"גמר אליפות העולם בשחייה יחל בדקות הקרובות, אנסטסיה גורבנקו תנסה לזכות במדליה במשחה ה-200 מטרים מעורב"
658,20:34 19/06,ישראל היום,מזיעים ולא מהחום: קיץ של אתגרים פיננסיים משפחתיים - כך תפעלו נכון
659,20:31 19/06,ישראל היום,"""התחלואה עולה משמעותית, זה קצה הקרחון"": הלחץ של בתי החולים על משרד הבריאות נמשך"
660,20:30 19/06,ice,הסתדרות המורים ממשיכה בעיצומים: מתי יחלו הלימודים מחר?
661,20:28 19/06,ישראל היום,"""התחלואה עולה משמעותית, זה קצה הקרחון"": בתי החולים דורשים תקציבים להתמודדות עם הקורונה"
662,20:23 19/06,מעריב,שדרות: גבר בן 27 נפצע באורח בינוני לאחר שנפל מגג מבנה
663,20:23 19/06,ערוץ 7,אדם נפל מגובה בשדרות - מצבו בינוני
664,20:22 19/06,רוטר.נט,ח״כ להב הרצנו פנה ליועמ'שית: בדקי אם הליכוד עבר על החוק כשהציע לכאורה לאורבך שיריון תמורת הפרישה מהקואליציה
665,20:21 19/06,ערוץ 7,בשל חשש מירי צלפים: הוזז שער הכניסה ליישוב נתיב העשרה
666,20:19 19/06,וואלה,"ראש הממשלה כינס פורום שרים, מיכאלי והורוביץ לא הוזמנו"
667,20:18 19/06,מעריב,הילארי קלינטון הודיעה: לא אתמודד בבחירות 2024
668,20:16 19/06,ישראל היום,חסר תקדים: טוטנהאם תקיים אימון פתוח בישראל
669,20:15 19/06,ice,"נתניהו ולפיד בעימות ישיר: ""פופוליסט"", ""שרלטן"""
670,20:15 19/06,ice,"דנית גרינברג הפסידה בתביעה לאליאב אוזן, תשלם עשרות אלפים"
671,20:13 19/06,Ynet,"שלטים, שיקום מהיר ותמונות מישראל: כך הפך חמאס את מגדל התצפית לסמל החדש"
672,20:11 19/06,mako,בצל החשש לפיגוע איראני נגד ישראלים: לפיד יבקר בטורקיה ביום חמישי
673,20:10 19/06,mako,תיעוד מלחיץ מקריית גת: אישה ניסתה להציל את כלבה שנכנס למעלית לבד – ונפלה לפיר
674,20:05 19/06,Ynet,"אזעקות שווא נשמעו בירושלים ובאילת; צה""ל: ""אין חשש לאירוע ביטחוני"""
675,20:05 19/06,ערוץ 7,פרסום ראשון - הרב צבי טאו מגבה את הרב יצחק יוסף: עלייה להר הבית מחלישה את הריבונות בהר
676,20:02 19/06,וואלה,בהמשך לאיומי הסתדרות המורים: הלימודים יחלו מחר בשעה 10:00
677,20:00 19/06,רוטר.נט,"אליפות העולם בשחייה בודפשט: מייד גורבנקו בגמר 200 מעורב, 4 ישראלים לא הצליחו היום להעפיל שלב"
678,20:00 19/06,ice,בהשקעה של 20 מיליון שקלים: לי בירן בדרך לתיאטרון
679,20:00 19/06,ice,"דניאל גרינברג עוקצת את אילנית ורוסלנה? ""אני לא אישה של אף אחד"""
680,20:00 19/06,ice,"שיתוף פעולה בין הממשלה לאופוזיציה: החוק שמבקש להילחם ב""פרוטקשן"""
681,20:00 19/06,ice,"רמי לוי מחפש נדל""ן באילת, וזו הסיבה לכך"
682,20:00 19/06,ice,בית הדין פסק נגד שביתת ארגון הנהגים: הערעור יתקבל?
683,20:00 19/06,ice,"סיכום המסחר בבורסה: מקס סטוק מזנקת, תשובה מתרסק"
684,20:00 19/06,ice,'הצורפים' משיקים אתר סחר חדש בהשקעה של כמיליון שקל
685,19:55 19/06,וואלה,"פורום ""החמישיה"": בנט כינס דיון ביטחוני. מיכאלי והורוביץ לא הוזמנו"
686,19:51 19/06,ערוץ 7,בני נוער חגגו את סיום המסלול במרכזי הנוער של ארגון ה-OU ישראל
687,19:50 19/06,mako,"דובר צה""ל: בהמשך לאזעקות שנשמעות בדקות האחרונות באזור י-ם ובדרום הארץ, ככל הנראה מדובר בתקלה"
688,19:49 19/06,ערוץ 7,"דובר צה""ל: האזעקות שנשמעו באזור ירושלים - עקב תקלה"
689,19:48 19/06,Ynet,אישום: תקף מינית את אחייניתו הנערה במשך שנתיים
690,19:47 19/06,מעריב,בן 52 מעירון חשוד בביצוע מעשים מגונים בבתו בת ה-14
691,19:42 19/06,ישראל היום,רשמית: נתנאל ארצי חתם בהפועל אילת
692,19:42 19/06,מעריב,"דובר צה""ל: האזעקות בירושלים ובדרום הארץ - תקלה"
693,19:39 19/06,Ynet,"יוסי נרצח ברמת גן: ""בתו אמורה להתחתן בעוד שבועיים, מי ילווה אותה לחופה?"""
694,19:34 19/06,ערוץ 7,"היעלמותו של מוישי: הח""כים התגייסו לעזרה"
695,19:33 19/06,ישראל היום,עצוב: צב ים ירוק מת מהסתבכות ברשת רפאים
696,19:30 19/06,ice,"חן מזרחי: ""אוהלים ברוטשילד? תעברו לגור באור עקיבא"""
697,19:28 19/06,Ynet,בצל ההתרעות לפיגוע איראני: שר החוץ לפיד יבקר בטורקיה ביום חמישי
698,19:27 19/06,ישראל היום,טקוואנדו: זהב נוסף לאבישג סמברג
699,19:24 19/06,מעריב,לפיד צפוי לצאת ביום חמישי הקרוב לביקור בזק בטורקיה
700,19:22 19/06,mako,על רקע האיום האיראני בטורקיה: שר החוץ יאיר לפיד צפוי להמריא ביום חמישי לביקור מדיני בטורקיה
701,19:21 19/06,וואלה,שר החוץ יאיר לפיד צפוי לצאת ביום חמישי לביקור בזק מדיני בטורקיה
702,19:20 19/06,mako,העיצומים במערכת החינוך נמשכים: הסתדרות המורים הודיעה כי הלימודים מחר יחלו בשעה 10:00 בכל רחבי הארץ
703,19:20 19/06,ערוץ 7,לפיד צפוי לצאת ביום חמישי הקרוב לביקור מדיני בטורקיה
704,19:20 19/06,Ynet,עיצומי המורים נמשכים: גם מחר הלימודים בכל הארץ יחלו ב-10:00
705,19:19 19/06,ערוץ 7,"ח""כ שמחה רוטמן בסיור בשטח חאן-אל-אחמר: ""ממשלת בנט משקרת לבג""ץ"""
706,19:15 19/06,ערוץ 7,"פרסום ראשון: שקד, אורבך וטל גן צבי דנו עם מועצת יש""ע על תקצוב הכבישים לשנת 2023"
707,19:15 19/06,ice,ניגוד אינטרסים? נעמה לזימי תרמה כסף לעיתונאית שרון שפורר
708,19:10 19/06,ערוץ 7,שני הולכי רגל נפגעו מרכב ברחוב הבנים פינת ברקן בחולון
709,19:09 19/06,mako,"הקמפיין של אוקראינה בישראל שמעורר סערה: ""חוצפה בלתי נתפסת"""
710,19:08 19/06,mako,חמאס שוב במפגן התגרות: עמדת התצפית בגבול שופצה - ונתלה שלט מחאה
711,19:06 19/06,ישראל היום,הסתדרות המורים ממשיכה בעיצומים: הלימודים בכל הארץ יחלו מחר בשעה 10:00
712,19:06 19/06,ישראל היום,הישג היסטורי: מקום עשירי לבלכר ובובריצקי בגמר אליפות העולם בשחייה
713,19:06 19/06,ישראל היום,"""פשוט הזוי"": ישראל לא ברשימה של חברת התעופה - פלשתין כן"
714,19:06 19/06,מעריב,הלימודים מחר יתחילו ב-10 בבוקר בכל הארץ
715,19:04 19/06,ישראל היום,יותר משנה לאחר שאושפז: איציק סעידיאן יישא דברים באירוע בשיבא
716,19:03 19/06,וואלה,גם מחר מתחילים ב-10:00
717,19:02 19/06,ערוץ 7,הסתדרות המורים ממשיכה בעיצומים: מחר הלימודים בכל הארץ יחלו בשעה 10:00
718,18:57 19/06,ערוץ 7,אזעקה נשמעת במספר שכונות בירושלים
719,18:57 19/06,ערוץ 7,40 שנה ללבנון הראשונה: הלוחמים מישיבת שעלבים נפגשו לאחר 40 שנה
720,18:57 19/06,וואלה,"אזעקה נשמעה בירושלים, ככל הנראה עקב תקלה"
